No.,Manufacturer/Brand,Particular's/Name of MEI's,Type Model,QTY,Unit,Aquisition Aquired ,Serial/Product No. ,Price (Php),Condition Please Put (/),,"Status (Inactive, Active, Defective)",User Manual Code (0/1),Callibration Code (0/1),Memorandum Receipt (Name of Person),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,STATUS,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,STATUS,CALIBRATION FREQUENCY,DATE CALIBRATED,CALIBRATION DUE ,CERTIFICATE NO.,TRACEABILITY,TYPE OF CALIBRATION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,REMARKS / STATUS
,,,,,,,,,Functional,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A) Frequently Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESTO,"Limit switch, electrical, left-actuated ",,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,"Limit switch, electrical, right-actuated ",,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,"Proximity sensor, electronic",,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,Hose line w/ quick release couplings      ,,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,Safety laboratory cables ,,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,Laboratory Workstation with Aluminum Profile 700x1100m and ER Frame,,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,"Hydraulic power pack w/ constant-displacement pump, 230 V",,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,Power supply unit for mounting frame,,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
,FESTO,Tabletop power supply unit,,,,"March 10, 2015",,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for calibration
B)  Moderately Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Signal input , electrical  ",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"3/2 way valve w/ PB actuator,
NC",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"2 x 3/2 way solenoid valve w/ LED, NC ",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,One-way flow control valve,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,On-off valve w/ filter/regulator ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,PID controller ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Comparator,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Pressure sensor, analog ",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"5/3 way solenoid valve, mid position closed ",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Air pressure reservoir,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Status controller ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Linear drive, pneumatic, w/ guide and accessories ",,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Position encoder ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Ruler ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Weight for linear drive (5 kg),,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,16 Digital/Analogue I/O Compact PLC Educational Trainer ,,,,,,,/,,Active,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C) Rarely Used ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,Robotic Starter kit,,,,"March 10, 2015",PA108557,"P 359, 000.00",/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,Robotic Starter kit,,,,"March 10, 2015",HC1107234,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,Robotic Starter kit,,,,"March 10, 2015",HB6712062,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,Robotic Starter kit,,,,"March 10, 2015",HC1107233,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vacuum Technology,,,,,,,,,,,,,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Air Pressure reservoir,,,,"March 10, 2015",15-06 05 030-015,"P 1, 809, 000.00 (Part)",/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Pressure switch,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Vacuum generator, type H",,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Vacuum generator, type L",,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Non-return valve,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,"Non-return valve, delockable",,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Suction gripper 30 SN,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Suction gripper 20 SS,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Suction gripper 30 SS,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Suction gripper 20 CS w/ vacuum security valve,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Suction gripper 4x20 Oval,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Flow Control Valve,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,Tabletop Power Supply,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Festo,4mm Safety Laboratory Cables,,,,"March 10, 2015",,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,"Data Acquisition Device, NI myRIO Starter kit & Mechatronics kit",,2,Set,"March 10, 2015",306F910,"P 1, 494, 000.00",/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3073CFE,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306F238,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",305F503,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3069847,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3069843,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3073D0A,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306FAB9,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306983B,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3069826,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306F95A,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3062076,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3069833,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3073C9F,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306F391,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306F3D3,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3073CDF,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",3073CCE,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",306AB89,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,National Instrument,,,,,"March 10, 2015",30627AF,,/,,Inactive,1,0,Engr. Romano Pimentel,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D) Newly Acquired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL:,,,,0,,,,,,,,,,,,C,,,X,,,X,,,X,,,C,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by:,,,Noted by: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHN PAUL O. MANAHAN,,,JESTONI ROSAL,,,HOLDEN CULTURA,,TITA BALBIN-ALBAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Laboratory Technician,,,"Head, Callibration Unit",,,"Head, Repair & Maintenance Unit",,"Head, Laboratory Technician Unit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved by: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR. GINA C. LACANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Director, LMO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
